27, 8, pa1-debug-b-our-output.txt
  697.55,   579.77,   215.95
  695.30,   576.64,   340.89
  693.06,   573.51,   465.83
  695.86,   704.72,   219.05
  693.61,   701.59,   343.99
  691.37,   698.46,   468.93
  450.16,   450.75,   451.32
  453.17,   451.11,   576.28
  456.19,   451.47,   701.25
  447.08,   575.71,   451.03
  450.09,   576.07,   576.00
  453.10,   576.44,   700.96
  444.00,   700.67,   450.75
  447.01,   701.04,   575.71
  450.02,   701.40,   700.67
  575.09,   453.82,   448.30
  578.10,   454.19,   573.26
  581.11,   454.55,   698.22
  572.00,   578.79,   448.01
  575.02,   579.15,   572.97
  578.03,   579.51,   697.94
  568.92,   703.75,   447.72
  571.93,   704.11,   572.69
  574.95,   704.47,   697.65
  700.01,   456.90,   445.28
  703.02,   457.26,   570.24
  706.04,   457.62,   695.20
  696.93,   581.86,   444.99
  699.94,   582.22,   569.95
  702.96,   582.58,   694.92
  693.85,   706.82,   444.70
  696.86,   707.18,   569.67
  699.87,   707.55,   694.63
