27, 125 pa2-unknown-i-our-output2.txt
  222.64,   343.47,   851.65
  220.02,   475.69,   605.33
  219.57,   472.02,   730.39
  219.04,   468.49,   855.09
  351.78,   229.14,   598.69
  351.29,   225.45,   723.68
  350.92,   222.03,   848.45
  348.52,   354.25,   602.01
  348.07,   350.40,   727.16
  347.68,   347.04,   852.14
  345.07,   479.26,   605.71
  344.72,   475.63,   730.67
  344.16,   471.66,   855.58
  476.58,   232.66,   599.24
  476.37,   229.17,   724.06
  475.95,   225.45,   848.82
  473.35,   357.66,   602.53
  472.86,   353.92,   727.62
  472.55,   350.48,   852.47
  470.06,   482.53,   606.22
  469.50,   478.83,   731.43
  469.08,   475.31,   856.27
  223.76,   350.09,   101.48
  221.09,   347.99,   226.48
  218.44,   345.68,   351.21
  221.82,   475.08,   103.61
  219.18,   472.80,   228.46
  216.69,   470.48,   353.47
  219.93,   600.38,   105.99
  217.26,   597.89,   230.72
  214.64,   595.60,   355.75
  348.64,   351.90,   104.08
  345.82,   349.79,   228.83
  343.43,   347.57,   354.08
  346.87,   477.13,   106.31
  344.22,   474.79,   231.30
  341.45,   472.65,   356.20
  344.94,   602.14,   108.34
  342.17,   599.89,   233.51
  339.52,   597.43,   358.60
  473.41,   353.99,   106.79
  470.80,   351.57,   231.49
  468.17,   349.24,   356.73
  471.57,   478.97,   108.92
  468.96,   476.68,   233.78
  466.44,   474.40,   358.94
  469.53,   603.70,   111.08
  466.98,   601.48,   236.24
  464.62,   599.39,   360.84
  223.62,   348.79,   225.93
  224.74,   349.55,   350.90
  226.27,   350.55,   475.66
  223.83,   473.67,   224.82
  225.10,   474.72,   349.68
  226.35,   475.84,   474.70
  223.70,   598.58,   223.86
  224.86,   599.67,   349.00
  226.44,   600.59,   473.81
  348.63,   348.73,   224.72
  349.87,   349.77,   349.49
  351.08,   350.65,   474.71
  348.88,   473.80,   223.77
  350.11,   474.73,   348.45
  351.28,   475.61,   473.51
  348.92,   598.82,   222.39
  349.91,   599.45,   347.38
  351.50,   600.81,   472.61
  473.82,   348.61,   223.53
  474.88,   349.75,   348.35
  476.14,   350.41,   473.51
  473.62,   473.71,   222.45
  475.11,   474.51,   347.51
  475.97,   475.39,   472.38
  473.57,   598.54,   221.54
  475.19,   599.43,   346.25
  476.10,   600.55,   471.47
  226.51,   350.27,   348.22
  228.12,   348.65,   473.12
  229.82,   347.07,   598.08
  222.97,   475.21,   349.64
  224.30,   473.60,   474.67
  225.97,   472.01,   599.70
  218.92,   599.82,   351.33
  220.85,   598.51,   476.40
  222.26,   596.64,   601.38
  351.18,   353.80,   346.40
  352.94,   352.24,   471.37
  354.55,   350.81,   596.67
  347.75,   478.86,   348.09
  349.35,   477.02,   473.08
  351.09,   475.38,   597.99
  344.26,   603.78,   349.87
  345.89,   602.07,   474.68
  347.49,   600.51,   599.54
  476.25,   357.42,   345.11
  477.88,   355.69,   469.95
  479.56,   354.41,   594.78
  472.70,   482.32,   346.46
  474.20,   480.82,   471.51
  475.64,   479.00,   596.43
  468.84,   607.18,   348.02
  470.61,   605.65,   473.34
  472.38,   604.09,   598.12
  223.39,   351.96,   474.87
  225.82,   348.68,   599.95
  228.45,   345.35,   724.71
  226.74,   476.92,   478.23
  229.05,   473.67,   603.17
  231.60,   470.22,   728.12
  230.06,   601.79,   481.30
  232.44,   598.43,   606.17
  234.91,   595.10,   731.12
  348.39,   348.69,   472.24
  350.88,   345.47,   597.50
  353.29,   342.40,   722.14
  351.56,   473.45,   475.58
  354.10,   470.37,   600.49
  356.66,   467.05,   725.34
  354.85,   598.55,   478.66
  357.51,   595.20,   603.73
  360.04,   592.22,   728.67
  473.13,   345.58,   469.89
  475.68,   342.44,   594.61
  478.29,   339.19,   719.78
  476.39,   470.43,   472.96
  478.93,   467.33,   597.96
  481.73,   464.01,   722.64
  479.90,   595.47,   476.19
  482.31,   592.12,   601.03
  484.86,   588.74,   725.85
  225.85,   347.93,   600.28
  222.57,   347.15,   725.09
  219.51,   346.47,   849.93
  223.14,   472.80,   600.76
  220.08,   471.99,   725.97
  217.01,   471.23,   850.91
  220.63,   597.80,   601.92
  217.63,   597.28,   726.82
  214.63,   596.14,   851.64
  350.74,   350.33,   603.07
  347.78,   349.60,   728.08
  344.43,   348.64,   853.00
  348.01,   475.35,   604.19
  345.02,   474.52,   728.90
  342.04,   473.82,   854.02
  345.80,   600.62,   604.81
  342.47,   599.53,   729.64
  339.58,   598.67,   854.54
  475.71,   352.84,   606.12
  472.36,   352.02,   731.33
  469.49,   351.28,   856.30
  472.88,   478.04,   607.20
  469.88,   477.13,   732.01
  467.00,   476.13,   856.90
  470.38,   603.08,   607.84
  467.38,   602.10,   732.86
  464.34,   601.27,   857.92
  223.87,   474.97,    98.22
  226.19,   472.47,   223.16
  228.29,   469.88,   348.31
  224.74,   599.69,   100.62
  226.61,   597.36,   225.46
  228.92,   594.75,   350.38
  225.46,   724.80,   103.14
  227.34,   722.16,   228.02
  229.61,   719.73,   353.09
  348.81,   474.23,    96.03
  351.18,   471.78,   220.88
  353.17,   469.30,   345.81
  349.73,   599.08,    98.61
  351.95,   596.66,   223.59
  354.00,   594.40,   348.46
  350.34,   723.99,   100.98
  352.56,   721.64,   225.74
  354.67,   719.31,   350.86
  473.80,   473.32,    93.99
  476.13,   471.09,   218.81
  478.13,   468.63,   343.92
  474.51,   598.33,    96.19
  476.77,   595.90,   221.25
  478.80,   593.41,   346.06
  475.21,   723.36,    98.63
  477.23,   721.16,   223.65
  479.47,   718.81,   348.75
  225.31,   474.08,   226.43
  222.89,   476.75,   351.57
  220.71,   479.58,   476.20
  225.71,   598.90,   223.81
  223.58,   601.52,   348.88
  221.19,   604.13,   473.61
  226.32,   724.04,   221.10
  224.04,   726.72,   346.00
  221.65,   729.14,   470.92
  350.28,   473.66,   228.57
  347.95,   476.13,   353.57
  345.77,   478.97,   478.61
  350.99,   598.38,   226.25
  348.72,   601.30,   351.10
  346.31,   603.78,   476.06
  351.55,   723.40,   223.34
  348.87,   726.15,   348.41
  346.74,   728.86,   473.40
  475.45,   473.07,   231.03
  473.05,   475.70,   356.11
  470.74,   478.46,   480.87
  475.89,   598.10,   228.60
  473.43,   600.72,   353.25
  471.35,   603.34,   478.25
  476.03,   722.95,   226.04
  473.99,   725.61,   350.73
  471.67,   728.28,   475.82
  223.75,   473.74,   351.04
  221.02,   471.34,   476.02
  218.15,   469.07,   601.15
  220.93,   598.67,   353.44
  218.26,   596.15,   478.29
  215.18,   594.12,   603.47
  218.03,   723.49,   355.54
  215.32,   721.31,   480.59
  212.47,   718.97,   605.53
  348.82,   476.37,   354.07
  346.07,   474.21,   479.07
  343.29,   471.90,   603.77
  345.96,   601.45,   356.23
  343.24,   599.15,   481.24
  340.18,   597.01,   606.01
  343.02,   726.16,   358.52
  340.08,   723.97,   483.26
  337.58,   721.65,   608.28
  473.79,   479.05,   357.00
  470.62,   477.12,   481.88
  468.05,   474.80,   606.89
  470.89,   604.08,   359.17
  467.88,   602.02,   484.07
  465.33,   599.70,   609.15
  467.80,   729.22,   361.50
  465.26,   726.99,   486.13
  462.39,   724.48,   611.03
  224.66,   473.40,   474.78
  223.97,   476.62,   600.04
  223.84,   479.76,   724.92
  223.56,   598.13,   471.82
  222.98,   601.36,   596.75
  222.80,   604.71,   721.79
  222.21,   723.26,   468.50
  222.03,   726.43,   593.64
  221.63,   729.59,   718.73
  349.42,   474.54,   475.52
  349.37,   477.47,   600.46
  348.65,   480.70,   725.39
  348.37,   599.38,   472.18
  348.18,   602.70,   597.09
  347.70,   605.88,   721.99
  347.32,   724.35,   468.98
  346.78,   727.59,   594.08
  346.45,   730.69,   718.77
  474.56,   475.64,   475.78
  474.15,   478.71,   600.78
  473.63,   481.94,   725.69
  473.20,   600.50,   472.62
  473.01,   603.64,   597.48
  472.45,   606.91,   722.42
  472.32,   725.64,   469.38
  471.67,   728.71,   594.29
  471.33,   731.97,   719.50
  223.18,   475.73,   598.31
  223.02,   477.23,   723.36
  223.12,   479.19,   848.46
  220.28,   600.60,   596.78
  220.33,   602.44,   721.64
  220.46,   604.34,   846.56
  217.73,   725.63,   595.00
  217.66,   727.23,   720.00
  217.72,   729.18,   845.10
  348.01,   478.47,   598.57
  348.02,   480.03,   723.43
  348.22,   481.89,   848.47
  345.69,   603.18,   596.62
  345.56,   605.05,   721.79
  345.37,   607.03,   846.63
  342.60,   728.13,   594.91
  342.51,   730.20,   719.92
  342.66,   731.93,   844.88
  473.13,   480.96,   598.61
  472.99,   482.73,   723.60
  472.96,   484.62,   848.60
  470.34,   606.26,   596.49
  470.26,   607.95,   721.60
  470.36,   609.67,   846.65
  467.73,   731.21,   594.76
  467.68,   732.93,   719.91
  467.83,   734.49,   844.78
  223.96,   599.91,   100.11
  225.25,   601.83,   225.28
  226.16,   604.10,   350.22
  221.56,   724.70,    98.14
  222.73,   726.97,   222.97
  224.01,   729.18,   348.06
  219.68,   849.76,    95.91
  220.67,   851.81,   220.94
  221.87,   854.03,   346.01
  348.92,   602.20,    98.86
  350.00,   604.34,   223.83
  351.31,   606.32,   348.75
  346.81,   726.88,    97.01
  348.02,   728.86,   221.85
  349.13,   731.05,   346.95
  344.89,   851.91,    94.77
  345.96,   853.94,   219.55
  346.91,   856.25,   344.78
  473.80,   604.24,    97.78
  474.81,   606.30,   222.91
  476.26,   608.33,   347.91
  471.86,   729.02,    95.83
  472.89,   731.06,   220.86
  474.08,   733.23,   345.76
  469.57,   854.08,    93.67
  470.40,   856.40,   218.73
  471.78,   858.43,   343.71
  226.79,   601.55,   226.27
  228.02,   604.63,   350.95
  229.77,   607.74,   476.15
  227.92,   726.48,   223.02
  229.51,   729.78,   347.89
  231.09,   732.95,   473.04
  228.95,   851.49,   219.81
  230.42,   854.71,   344.65
  231.99,   857.76,   469.80
  351.85,   600.58,   224.59
  353.38,   603.40,   349.62
  354.73,   606.66,   474.49
  352.85,   725.51,   221.27
  354.53,   728.70,   346.22
  355.96,   731.56,   471.17
  354.04,   850.30,   218.33
  355.56,   853.58,   343.14
  357.17,   856.47,   468.24
  476.65,   599.36,   223.13
  478.02,   602.55,   348.05
  479.67,   605.58,   472.78
  477.79,   724.08,   219.88
  479.27,   727.57,   344.72
  480.81,   730.52,   469.80
  478.75,   849.09,   216.83
  480.43,   852.27,   341.64
  482.04,   855.45,   466.68
  224.41,   601.01,   349.15
  222.96,   600.71,   474.15
  220.76,   600.38,   599.08
  226.37,   726.01,   349.57
  224.71,   725.53,   474.56
  222.69,   725.35,   599.33
  228.32,   851.15,   349.80
  226.25,   850.64,   474.90
  224.46,   850.39,   599.60
  349.63,   599.24,   350.96
  347.81,   598.73,   475.85
  345.86,   598.52,   600.91
  351.44,   724.01,   351.18
  349.68,   723.94,   476.29
  347.50,   723.22,   601.43
  353.38,   849.35,   351.67
  351.30,   848.74,   476.71
  349.35,   848.41,   601.88
  474.65,   597.27,   352.85
  472.49,   597.19,   477.90
  470.54,   596.58,   602.92
  476.24,   722.60,   353.28
  474.25,   721.80,   478.07
  472.44,   721.70,   603.04
  478.18,   847.34,   353.72
  476.23,   847.04,   478.75
  474.29,   846.39,   603.78
  226.34,   599.89,   473.92
  223.15,   603.65,   598.84
  220.06,   607.17,   723.94
  229.29,   725.08,   470.39
  225.92,   728.69,   595.31
  223.09,   732.39,   720.13
  232.05,   849.87,   466.80
  229.02,   853.43,   591.83
  225.97,   857.36,   716.67
  351.31,   597.11,   477.01
  348.10,   601.01,   602.05
  345.09,   604.62,   727.10
  353.97,   722.36,   473.66
  351.06,   725.80,   598.43
  348.07,   729.36,   723.24
  357.12,   847.13,   470.14
  354.01,   850.71,   594.75
  350.99,   854.33,   719.82
  476.21,   594.70,   480.28
  472.86,   598.28,   605.26
  469.93,   601.70,   730.12
  478.92,   719.37,   476.76
  475.84,   723.20,   601.77
  472.88,   726.64,   726.50
  481.72,   844.52,   473.33
  478.74,   848.14,   598.14
  475.58,   851.79,   722.94
  224.19,   601.83,   598.93
  223.19,   598.68,   724.15
  222.04,   595.58,   848.88
  223.68,   726.56,   602.26
  222.39,   723.60,   727.16
  221.16,   720.48,   852.16
  222.79,   851.89,   605.27
  221.41,   848.38,   730.19
  220.21,   845.49,   855.31
  349.65,   602.49,   600.13
  348.33,   599.59,   725.25
  346.90,   596.31,   850.24
  348.47,   727.78,   603.41
  347.44,   724.43,   728.39
  346.21,   721.31,   853.40
  347.60,   852.47,   606.48
  346.41,   849.38,   731.69
  345.05,   846.20,   856.38
  474.24,   603.32,   601.35
  473.00,   600.37,   726.73
  471.81,   597.01,   851.24
  473.50,   728.50,   604.65
  472.16,   725.28,   729.51
  471.05,   722.27,   854.56
  472.86,   853.28,   607.91
  471.42,   850.41,   732.97
  470.41,   847.01,   857.89
  350.71,    98.20,   100.97
  348.35,    99.93,   226.10
  345.87,   101.25,   351.06
  350.64,   223.34,    99.80
  348.04,   224.66,   224.55
  345.55,   226.02,   349.30
  350.12,   348.27,    98.17
  347.92,   349.88,   223.09
  345.48,   351.31,   348.11
  475.76,    98.61,   103.33
  473.64,   100.11,   228.41
  471.13,   101.52,   353.30
  475.42,   223.45,   101.95
  472.98,   225.11,   226.75
  470.69,   226.57,   352.04
  475.17,   348.66,   100.30
  472.92,   350.13,   225.54
  470.53,   351.45,   350.56
  600.95,    98.85,   105.93
  598.32,   100.35,   230.83
  596.13,   102.06,   355.85
  600.67,   223.95,   104.55
  598.04,   225.46,   229.27
  595.72,   227.08,   354.24
  600.21,   348.83,   102.98
  597.85,   350.48,   227.87
  595.52,   352.01,   352.99
  348.60,   100.36,   225.80
  344.93,    98.89,   350.65
  341.62,    96.95,   475.78
  350.89,   225.50,   227.65
  347.42,   223.61,   352.46
  343.80,   221.82,   477.57
  353.34,   350.58,   229.53
  349.95,   348.77,   354.40
  346.35,   346.83,   479.28
  473.48,    97.82,   229.36
  469.78,    96.21,   354.17
  466.36,    94.34,   479.36
  476.00,   223.08,   231.26
  472.50,   221.23,   356.01
  468.75,   219.50,   480.92
  478.37,   347.78,   232.83
  474.94,   346.29,   357.93
  471.42,   344.33,   482.79
  598.40,    95.43,   232.83
  594.90,    93.98,   357.82
  591.26,    92.11,   482.67
  600.83,   220.70,   234.59
  597.03,   218.60,   359.65
  593.78,   217.02,   484.42
  603.30,   345.44,   236.45
  599.55,   343.62,   361.55
  596.31,   341.95,   486.42
  348.67,   100.77,   351.84
  345.63,    99.74,   476.89
  342.87,    99.04,   601.75
  350.28,   225.69,   352.81
  347.24,   224.86,   477.78
  344.42,   224.07,   602.66
  351.74,   350.79,   353.78
  348.83,   350.03,   478.84
  345.79,   348.78,   603.78
  473.49,    99.24,   354.69
  470.67,    98.12,   479.65
  467.70,    97.51,   604.59
  475.03,   224.14,   355.72
  472.21,   223.29,   480.91
  469.18,   222.18,   605.75
  476.78,   349.31,   356.67
  473.84,   348.27,   481.67
  470.86,   347.48,   606.68
  598.31,    97.38,   357.50
  595.59,    96.86,   482.49
  592.54,    95.83,   607.71
  600.07,   222.37,   358.54
  597.07,   221.55,   483.74
  594.19,   220.63,   608.48
  601.83,   347.65,   359.43
  598.67,   346.56,   484.68
  595.89,   345.63,   609.43
  349.36,    99.65,   475.07
  348.92,    99.54,   600.08
  348.23,    99.15,   725.25
  350.59,   224.86,   475.37
  350.17,   224.37,   600.27
  349.35,   224.06,   725.24
  351.71,   349.56,   475.46
  351.26,   349.62,   600.46
  350.78,   349.38,   725.69
  474.59,    98.74,   475.63
  473.96,    98.51,   600.42
  473.22,    98.30,   725.49
  475.82,   223.75,   476.06
  475.13,   223.31,   601.03
  474.43,   223.08,   726.02
  476.87,   348.46,   476.11
  476.08,   348.53,   601.03
  475.84,   348.21,   725.99
  599.38,    97.58,   476.32
  598.89,    97.21,   601.07
  598.32,    96.79,   726.39
  600.57,   222.38,   476.58
  599.85,   222.05,   601.51
  599.42,   222.07,   726.48
  601.68,   347.56,   476.88
  601.12,   347.09,   601.95
  600.45,   346.94,   726.84
  348.95,    99.45,   600.91
  348.96,    98.69,   726.01
  349.30,    98.45,   851.08
  352.46,   224.48,   601.72
  352.39,   223.99,   726.69
  352.68,   223.32,   851.61
  355.85,   349.27,   602.26
  355.70,   348.82,   727.39
  355.74,   348.07,   852.20
  474.12,    96.03,   601.13
  473.97,    95.44,   726.18
  474.23,    94.88,   851.01
  477.34,   221.04,   601.58
  477.47,   220.64,   726.53
  477.41,   219.91,   851.57
  480.85,   345.77,   602.07
  480.96,   345.26,   727.02
  480.63,   345.18,   852.11
  599.06,    92.65,   601.09
  599.14,    92.03,   726.16
  598.87,    91.83,   851.04
  602.44,   217.61,   601.67
  602.55,   217.15,   726.56
  602.37,   216.57,   851.80
  605.56,   342.43,   602.17
  605.81,   342.26,   727.15
  605.75,   341.56,   852.19
  351.35,   225.40,   101.11
  348.88,   222.85,   226.14
  346.55,   220.91,   350.87
  353.47,   350.38,   103.45
  351.07,   347.99,   228.30
  348.51,   345.59,   353.18
  355.25,   475.08,   105.61
  353.08,   472.92,   230.46
  350.52,   470.59,   355.72
  476.07,   223.17,   103.41
  473.72,   221.25,   228.51
  471.53,   218.84,   353.15
  478.31,   348.21,   105.52
  475.74,   345.88,   230.42
  473.70,   343.55,   355.46
  479.94,   473.20,   108.02
  477.68,   470.74,   233.02
  475.55,   468.55,   357.70
  600.95,   221.20,   105.48
  598.63,   218.99,   230.62
  596.21,   216.52,   355.81
  603.07,   346.03,   107.85
  600.67,   343.87,   233.03
  598.58,   341.73,   358.04
  605.33,   470.98,   110.24
  602.99,   468.99,   235.38
  600.32,   466.53,   360.23
  348.41,   223.38,   223.74
  346.96,   226.22,   348.89
  345.57,   229.20,   473.64
  350.38,   348.31,   221.00
  349.22,   350.93,   345.74
  347.82,   354.05,   470.81
  352.63,   473.02,   218.10
  351.21,   476.13,   342.89
  350.00,   479.02,   468.03
  473.38,   221.11,   225.22
  471.97,   224.11,   350.20
  470.56,   227.06,   475.29
  475.33,   346.05,   222.20
  474.00,   349.19,   347.10
  472.63,   351.68,   472.42
  477.33,   470.95,   219.70
  476.04,   473.81,   344.24
  474.70,   477.02,   469.42
  598.11,   218.88,   226.48
  596.81,   221.74,   351.68
  595.47,   224.76,   476.67
  600.54,   344.13,   223.58
  599.15,   346.68,   348.51
  597.81,   349.86,   473.53
  602.65,   468.77,   220.85
  601.14,   471.92,   345.85
  599.96,   474.72,   470.89
  351.84,   224.38,   350.91
  352.23,   227.10,   475.90
  353.07,   229.73,   600.61
  353.93,   349.38,   348.21
  354.75,   352.13,   473.15
  355.12,   354.65,   598.05
  356.55,   474.36,   345.33
  357.17,   477.27,   470.26
  357.62,   479.81,   595.57
  476.91,   222.00,   350.43
  477.35,   224.95,   475.18
  477.92,   227.48,   600.15
  479.05,   347.20,   347.77
  479.80,   349.69,   472.41
  480.09,   352.56,   597.46
  481.30,   472.01,   345.08
  481.92,   474.83,   470.03
  482.48,   477.40,   595.06
  601.64,   219.63,   349.79
  602.40,   222.53,   474.69
  603.01,   225.19,   599.64
  604.01,   344.70,   347.17
  604.79,   347.63,   471.92
  605.31,   350.19,   596.98
  606.46,   469.86,   344.16
  607.14,   472.62,   469.25
  607.70,   475.16,   594.39
  349.56,   226.74,   473.38
  346.59,   223.90,   598.27
  343.51,   221.00,   723.19
  352.98,   351.84,   475.99
  349.89,   349.02,   601.26
  346.97,   346.35,   726.19
  356.13,   476.47,   479.12
  353.05,   473.80,   604.09
  350.00,   470.97,   728.81
  474.58,   223.46,   476.39
  471.54,   220.67,   601.14
  468.25,   217.85,   726.18
  477.68,   348.29,   479.27
  474.89,   345.62,   604.10
  471.88,   342.88,   729.00
  481.17,   473.44,   481.89
  477.95,   470.61,   606.87
  474.89,   467.57,   732.10
  599.35,   219.97,   479.38
  596.44,   217.12,   604.33
  593.43,   214.51,   729.05
  602.70,   344.95,   482.04
  599.63,   342.18,   607.31
  596.58,   339.28,   732.24
  606.21,   469.97,   484.96
  603.00,   466.95,   609.82
  599.84,   464.38,   735.07
  349.98,   226.38,   601.30
  346.84,   222.87,   725.97
  344.29,   219.17,   851.18
  347.80,   351.59,   604.70
  345.01,   347.93,   729.78
  341.94,   344.02,   854.63
  345.53,   476.30,   608.22
  342.75,   472.58,   733.14
  340.05,   468.98,   858.32
  474.94,   228.53,   604.30
  471.88,   224.99,   729.16
  468.98,   221.13,   853.82
  472.73,   353.55,   607.56
  470.03,   349.72,   732.56
  466.92,   346.34,   857.46
  470.37,   478.43,   611.22
  467.73,   474.62,   736.07
  464.96,   471.15,   861.00
  599.92,   230.37,   607.00
  596.83,   226.66,   732.08
  593.87,   223.33,   856.80
  597.70,   355.46,   610.46
  594.64,   351.90,   735.64
  591.82,   348.07,   860.29
  595.53,   480.47,   614.38
  592.87,   476.84,   739.02
  589.80,   473.15,   863.99
  349.55,   349.76,    99.65
  350.27,   352.30,   224.43
  351.12,   355.01,   349.45
  349.49,   474.58,    96.76
  350.02,   477.55,   221.61
  350.84,   480.08,   346.55
  349.33,   599.46,    94.19
  349.97,   602.25,   219.00
  350.70,   605.04,   344.02
  474.42,   349.91,    98.64
  475.20,   352.57,   223.97
  475.91,   355.31,   348.59
  474.29,   474.83,    96.22
  474.89,   477.52,   221.09
  475.74,   480.39,   345.93
  474.50,   599.69,    93.34
  474.87,   602.60,   218.22
  475.67,   605.15,   343.38
  599.81,   350.15,    98.08
  600.31,   352.76,   223.12
  601.14,   355.43,   348.11
  599.64,   474.78,    95.52
  600.09,   477.59,   220.19
  600.90,   480.36,   345.26
  599.56,   599.89,    92.81
  600.23,   602.65,   217.72
  600.61,   605.47,   342.51
  349.60,   350.14,   223.09
  347.66,   351.84,   348.05
  345.74,   353.82,   472.91
  351.88,   475.01,   221.15
  349.60,   477.09,   346.05
  347.90,   479.05,   471.17
  354.22,   600.01,   219.20
  352.12,   602.04,   344.34
  350.17,   603.98,   469.38
  474.39,   347.65,   225.12
  472.41,   349.87,   350.11
  470.65,   351.53,   474.92
  476.75,   472.58,   223.15
  474.62,   474.73,   348.17
  472.67,   476.55,   472.98
  478.81,   597.59,   221.24
  476.87,   599.81,   346.30
  474.92,   601.77,   471.18
  599.54,   345.67,   226.97
  597.46,   347.62,   352.18
  595.38,   349.58,   477.07
  601.62,   470.54,   225.04
  599.71,   472.61,   350.23
  597.92,   474.48,   475.19
  604.21,   595.47,   223.22
  601.81,   597.39,   348.38
  600.00,   599.52,   473.07
  348.09,   351.94,   348.73
  346.08,   348.85,   473.71
  343.70,   345.65,   598.61
  346.58,   476.70,   351.92
  344.18,   473.63,   476.84
  342.11,   470.29,   602.06
  345.18,   602.02,   355.15
  342.68,   598.83,   480.01
  340.78,   595.59,   604.89
  473.08,   353.62,   351.00
  470.98,   350.17,   476.22
  468.63,   347.05,   601.12
  471.67,   478.21,   354.32
  469.20,   475.37,   479.21
  467.18,   471.97,   604.26
  469.87,   603.30,   357.24
  467.90,   600.17,   482.37
  465.42,   596.90,   607.53
  598.23,   354.81,   353.20
  595.71,   351.57,   478.35
  593.73,   348.72,   603.22
  596.62,   480.02,   356.41
  594.49,   476.92,   481.57
  592.01,   473.46,   606.31
  595.17,   605.03,   359.63
  592.93,   601.66,   484.70
  590.55,   598.30,   609.72
  350.56,   350.69,   476.73
  353.12,   353.17,   601.51
  355.81,   355.63,   726.76
  348.11,   475.72,   474.18
  350.72,   478.06,   599.13
  353.64,   480.66,   724.27
  345.92,   600.78,   471.85
  348.71,   603.17,   597.10
  351.22,   605.53,   721.95
  475.70,   353.06,   474.17
  478.23,   355.72,   598.89
  480.64,   358.11,   723.99
  473.30,   478.02,   471.76
  475.83,   480.52,   596.50
  478.24,   482.65,   721.47
  470.68,   602.96,   469.25
  473.47,   605.25,   594.28
  476.15,   607.97,   719.21
  600.32,   355.21,   471.24
  603.22,   357.74,   596.38
  605.89,   360.39,   721.36
  598.36,   480.29,   469.22
  600.63,   482.68,   593.85
  603.44,   485.14,   718.94
  596.10,   605.28,   466.87
  598.41,   607.62,   591.88
  600.86,   609.97,   716.66
  351.90,   348.83,   601.81
  352.18,   349.64,   726.53
  352.39,   350.15,   851.61
  353.07,   473.71,   601.19
  353.22,   474.79,   726.06
  353.69,   475.09,   851.05
  354.09,   598.94,   600.36
  354.51,   599.46,   725.36
  354.68,   600.12,   850.37
  476.61,   347.75,   601.29
  477.07,   348.51,   726.32
  477.41,   349.37,   851.35
  478.02,   472.55,   600.55
  478.15,   473.31,   725.60
  478.71,   473.87,   850.83
  478.88,   597.75,   600.10
  479.56,   598.54,   724.94
  479.61,   599.02,   849.74
  601.59,   346.50,   601.14
  602.18,   347.40,   725.85
  602.60,   347.69,   851.10
  602.97,   471.61,   600.53
  603.26,   472.40,   725.33
  603.50,   472.91,   850.38
  604.21,   596.39,   599.48
  604.38,   597.31,   724.57
  604.85,   597.99,   849.41
  351.50,   475.57,    99.64
  351.26,   473.54,   224.56
  351.19,   471.59,   349.46
  347.98,   600.63,   101.74
  348.24,   598.65,   226.65
  348.00,   596.84,   351.40
  344.86,   725.77,   103.58
  344.79,   723.74,   228.56
  344.75,   721.47,   353.66
  476.41,   479.15,    99.76
  476.14,   477.15,   224.83
  476.26,   474.79,   349.73
  473.07,   604.19,   101.56
  472.83,   601.93,   226.66
  472.83,   599.88,   351.72
  469.66,   728.82,   103.69
  469.38,   727.05,   228.57
  469.77,   724.99,   353.59
  601.34,   482.15,    99.88
  601.08,   480.28,   224.60
  601.38,   478.13,   349.69
  597.89,   607.16,   101.93
  597.84,   605.40,   226.73
  598.04,   603.13,   351.79
  594.73,   732.30,   103.94
  594.70,   730.00,   228.51
  594.63,   728.14,   353.87
  351.05,   476.47,   224.66
  352.85,   478.75,   349.72
  355.20,   480.38,   474.79
  350.53,   601.51,   223.02
  352.49,   603.68,   347.98
  354.48,   605.40,   472.92
  349.88,   726.64,   220.75
  351.76,   728.39,   345.83
  353.80,   730.40,   471.10
  476.05,   477.01,   222.73
  477.90,   479.12,   347.58
  479.85,   480.80,   472.75
  475.46,   602.33,   221.08
  477.37,   603.99,   345.90
  479.45,   605.78,   470.93
  474.74,   727.33,   219.02
  476.67,   729.16,   343.84
  478.66,   731.01,   469.02
  601.14,   477.58,   220.69
  603.11,   479.55,   345.61
  604.85,   481.47,   470.77
  600.42,   602.83,   218.60
  602.30,   604.45,   343.71
  604.38,   606.33,   468.65
  600.08,   727.52,   216.73
  601.76,   729.40,   341.79
  604.13,   731.53,   466.99
  348.85,   475.00,   351.30
  348.11,   473.03,   476.24
  347.35,   471.22,   601.18
  351.86,   599.92,   352.78
  350.80,   598.17,   478.07
  350.24,   596.34,   602.93
  354.48,   724.76,   354.50
  353.38,   722.92,   479.54
  352.91,   721.40,   604.75
  473.95,   472.12,   352.02
  473.11,   470.35,   476.90
  472.12,   468.75,   602.02
  476.47,   597.21,   353.74
  475.87,   595.29,   478.57
  475.02,   593.83,   603.71
  479.44,   721.98,   355.71
  478.48,   720.21,   480.34
  477.58,   718.55,   605.64
  599.09,   469.64,   352.61
  598.25,   467.84,   477.70
  597.27,   466.04,   602.69
  601.57,   594.29,   354.68
  600.87,   592.87,   479.70
  599.81,   590.95,   604.42
  604.28,   719.44,   356.12
  603.62,   717.80,   481.36
  602.84,   716.10,   606.31
  348.04,   476.09,   476.00
  347.98,   473.81,   600.69
  347.49,   472.16,   725.69
  346.51,   600.77,   477.86
  346.15,   598.83,   602.65
  345.89,   597.16,   727.77
  344.79,   725.69,   479.68
  344.76,   723.91,   604.50
  344.49,   722.05,   729.48
  473.13,   477.29,   476.08
  472.92,   475.39,   601.13
  472.45,   473.49,   725.96
  471.56,   602.45,   478.03
  471.28,   600.69,   602.82
  471.14,   598.68,   728.14
  469.78,   727.40,   479.75
  469.56,   725.54,   605.03
  469.45,   723.54,   729.82
