27, 125 pa2-unknown-i-our-output2.txt
  598.56,   227.32,   597.14
  597.52,   229.75,   722.05
  598.67,   350.08,   469.60
  597.60,   352.31,   594.68
  596.73,   354.79,   719.68
  725.21,   100.78,   475.60
  724.19,   103.05,   600.28
  723.35,   105.55,   725.40
  724.47,   225.81,   472.99
  723.47,   228.14,   597.94
  722.73,   230.55,   722.77
  723.84,   350.91,   470.47
  722.72,   353.01,   595.45
  721.76,   355.36,   720.64
  850.14,   101.54,   476.26
  849.57,   104.01,   601.38
  848.25,   106.22,   726.25
  849.57,   226.57,   474.21
  848.42,   228.98,   599.21
  847.40,   231.20,   724.07
  848.72,   351.43,   471.45
  847.82,   353.85,   596.36
  846.92,   356.29,   721.67
  599.81,   101.26,   599.74
  603.49,    99.34,   724.58
  606.98,    97.81,   849.63
  596.98,   226.00,   601.75
  600.89,   224.34,   726.48
  604.23,   222.51,   851.51
  594.37,   350.90,   603.24
  598.05,   349.21,   728.49
  602.07,   347.53,   853.18
  724.77,   103.88,   596.17
  728.32,   102.12,   721.03
  731.87,   100.43,   845.98
  722.15,   228.87,   597.88
  725.58,   227.01,   722.75
  729.24,   225.16,   847.96
  719.30,   353.70,   599.78
  723.26,   352.11,   724.73
  727.02,   350.20,   849.39
  849.41,   106.28,   592.46
  853.14,   104.62,   717.55
  856.84,   102.96,   842.36
  846.96,   231.32,   594.43
  850.65,   229.61,   719.05
  854.39,   227.77,   844.32
  844.39,   356.31,   595.88
  847.92,   354.59,   721.26
  851.87,   353.12,   845.84
  597.92,   223.88,   100.99
  597.69,   224.68,   225.98
  597.36,   225.82,   351.04
  594.48,   348.90,    99.90
  594.01,   349.63,   225.00
  593.85,   350.63,   349.91
  590.41,   473.87,    99.00
  590.29,   474.67,   224.15
  589.94,   475.77,   348.80
  723.02,   227.69,   101.13
  722.73,   228.52,   226.21
  722.42,   229.42,   351.23
  719.20,   352.64,   100.13
  718.79,   353.62,   225.13
  718.76,   354.25,   350.23
  715.40,   477.30,    99.27
  715.18,   478.29,   224.20
  714.74,   479.40,   349.22
  847.96,   231.30,   101.41
  847.76,   232.37,   226.52
  847.35,   233.23,   351.39
  844.29,   356.28,   100.44
  844.00,   357.07,   225.54
  843.59,   358.25,   350.53
  840.32,   481.25,    99.70
  840.20,   482.31,   224.67
  839.89,   482.90,   349.32
  599.26,   223.67,   223.66
  599.33,   221.52,   348.86
  599.98,   219.30,   473.65
  597.75,   348.55,   225.82
  597.96,   346.37,   350.95
  598.55,   344.25,   475.98
  596.24,   473.54,   227.95
  596.86,   471.36,   352.92
  597.25,   469.08,   477.89
  724.14,   225.11,   223.20
  724.41,   222.94,   348.25
  725.10,   220.73,   473.20
  722.65,   350.17,   225.71
  723.26,   347.97,   350.59
  723.44,   345.91,   475.54
  721.32,   474.81,   227.51
  721.92,   472.92,   352.64
  721.93,   470.61,   477.58
  849.04,   226.36,   222.88
  849.26,   224.25,   347.91
  849.99,   222.25,   472.95
  847.90,   351.42,   225.22
  848.16,   349.14,   350.05
  848.39,   346.93,   475.23
  846.35,   476.60,   227.45
  846.67,   474.14,   352.32
  847.20,   472.05,   477.53
  601.01,   224.19,   350.33
  604.06,   225.43,   475.11
  607.18,   227.17,   600.27
  599.21,   348.92,   348.90
  602.27,   350.52,   473.73
  605.34,   352.01,   598.82
  597.51,   473.99,   347.50
  600.41,   475.63,   472.28
  603.74,   476.91,   597.38
  725.95,   225.84,   347.21
  728.96,   227.30,   472.03
  732.26,   228.72,   596.99
  723.98,   350.74,   345.74
  727.22,   352.24,   470.62
  730.40,   353.68,   595.86
  722.38,   475.78,   344.43
  725.16,   477.39,   469.47
  728.43,   478.59,   594.48
  850.90,   227.43,   344.14
  854.03,   228.90,   469.04
  857.18,   230.37,   594.00
  849.04,   352.61,   342.63
  852.25,   353.96,   467.52
  855.40,   355.62,   592.55
  847.26,   477.71,   341.36
  850.27,   479.05,   466.38
  853.26,   480.34,   591.33
  599.11,   223.81,   476.38
  600.64,   222.24,   601.03
  602.30,   220.55,   726.30
  596.24,   348.52,   477.91
  597.67,   347.00,   602.62
  599.40,   345.40,   727.91
  593.42,   473.48,   479.25
  594.87,   472.04,   604.28
  596.50,   470.51,   729.49
  724.02,   226.25,   474.68
  725.65,   224.82,   599.71
  727.08,   223.26,   724.51
  721.06,   351.61,   476.13
  722.63,   349.67,   601.22
  724.47,   348.03,   726.17
  718.18,   476.39,   477.81
  720.14,   474.67,   603.00
  721.43,   473.21,   727.61
  848.92,   228.99,   472.90
  850.27,   227.63,   598.21
  852.30,   226.07,   722.96
  846.22,   354.18,   474.79
  847.63,   352.43,   599.70
  849.18,   350.80,   724.75
  843.32,   479.28,   476.39
  844.83,   477.65,   601.38
  846.74,   476.02,   726.37
  599.73,   223.41,   599.88
  601.30,   222.05,   724.67
  603.13,   220.94,   849.78
  597.58,   348.48,   601.08
  599.17,   347.07,   726.14
  600.88,   345.96,   850.95
  595.37,   473.46,   602.37
  597.18,   472.29,   727.29
  598.60,   470.78,   852.47
  724.89,   225.67,   598.28
  726.40,   224.47,   723.33
  727.99,   223.09,   848.34
  722.83,   350.71,   599.82
  724.04,   349.52,   724.49
  725.70,   348.42,   849.49
  720.58,   475.71,   600.78
  722.19,   474.42,   725.93
  723.28,   473.21,   851.09
  849.71,   227.87,   596.64
  851.44,   226.77,   721.75
  852.84,   225.41,   846.65
  847.58,   352.99,   598.16
  849.21,   351.73,   723.02
  850.78,   350.39,   848.03
  845.41,   477.71,   599.21
  846.95,   476.67,   724.54
  848.62,   475.33,   849.19
  600.53,   349.54,   100.36
  598.86,   348.50,   225.26
  597.43,   347.06,   350.25
  602.85,   474.44,   101.43
  601.34,   473.21,   226.16
  599.55,   472.18,   351.37
  605.36,   599.46,   102.52
  603.75,   598.20,   227.60
  601.97,   597.35,   352.59
  725.35,   347.13,   101.82
  723.93,   345.96,   226.66
  722.16,   344.73,   351.66
  727.83,   472.15,   102.77
  726.17,   470.98,   228.04
  724.59,   470.03,   353.02
  730.00,   597.35,   104.01
  728.36,   595.91,   229.03
  726.86,   594.88,   354.13
  850.29,   344.66,   103.20
  848.73,   343.59,   228.03
  847.15,   342.67,   353.21
  852.69,   469.97,   104.44
  851.14,   468.76,   229.46
  849.58,   467.44,   354.23
  855.31,   594.66,   105.52
  853.52,   593.57,   230.64
  851.80,   592.39,   355.52
  601.43,   351.73,   226.90
  599.35,   352.40,   351.60
  597.34,   353.26,   476.94
  598.85,   476.68,   225.94
  596.80,   477.66,   350.71
  594.73,   478.26,   475.92
  596.23,   601.66,   225.04
  594.29,   602.64,   350.11
  592.04,   603.32,   475.03
  726.20,   354.15,   228.87
  724.11,   355.01,   354.10
  722.05,   356.13,   478.91
  723.61,   479.10,   228.07
  721.58,   480.13,   352.91
  719.44,   481.07,   478.14
  721.07,   604.10,   227.13
  719.08,   604.90,   352.23
  716.95,   605.95,   477.04
  851.20,   356.71,   231.03
  849.21,   357.84,   355.81
  847.10,   358.41,   480.75
  848.82,   481.83,   229.96
  846.90,   482.78,   354.92
  844.49,   483.50,   480.31
  846.30,   606.73,   229.35
  844.14,   607.43,   354.24
  841.82,   608.86,   479.13
  600.47,   351.65,   349.06
  596.68,   349.11,   474.16
  593.07,   346.94,   599.07
  599.24,   476.68,   351.33
  595.65,   474.27,   476.11
  592.22,   471.87,   601.05
  598.23,   601.62,   353.45
  594.72,   599.11,   478.35
  591.18,   596.95,   603.51
  725.52,   352.61,   352.75
  721.80,   350.26,   477.77
  717.98,   347.97,   602.45
  724.19,   477.63,   355.05
  720.75,   475.24,   479.73
  717.15,   473.31,   604.68
  723.01,   602.59,   357.07
  719.80,   600.34,   481.93
  715.98,   598.09,   606.81
  850.22,   353.55,   356.16
  846.57,   351.27,   481.23
  843.31,   349.09,   606.22
  849.31,   478.51,   358.59
  845.79,   476.33,   483.76
  842.21,   473.90,   608.49
  848.13,   603.52,   360.84
  844.51,   601.49,   485.54
  841.18,   598.86,   610.39
  601.96,   349.34,   475.67
  604.09,   352.94,   600.96
  606.53,   356.18,   725.64
  600.38,   474.27,   472.60
  602.53,   477.89,   597.58
  604.72,   481.41,   722.49
  598.50,   599.15,   469.15
  600.88,   602.84,   594.06
  603.20,   606.08,   718.71
  726.93,   350.99,   473.48
  729.21,   354.53,   598.56
  731.27,   358.03,   723.33
  725.01,   475.94,   470.38
  727.52,   479.32,   595.06
  729.74,   482.85,   719.90
  723.31,   601.07,   466.92
  725.60,   604.28,   591.76
  728.07,   607.77,   716.71
  851.84,   352.86,   471.34
  853.93,   356.35,   595.90
  856.48,   359.79,   720.96
  850.02,   477.64,   467.80
  852.34,   481.08,   592.91
  854.59,   484.45,   717.79
  848.41,   602.92,   464.27
  850.71,   606.01,   589.12
  852.88,   609.66,   714.41
  600.87,   351.01,   598.97
  603.84,   350.79,   723.96
  606.91,   350.39,   849.05
  600.66,   476.25,   599.40
  603.45,   475.77,   724.15
  606.51,   475.36,   849.22
  599.87,   600.97,   599.95
  603.08,   600.63,   724.87
  605.75,   600.19,   849.86
  725.83,   351.69,   595.88
  728.79,   351.30,   720.94
  731.83,   350.65,   845.81
  725.65,   476.64,   596.33
  728.54,   476.31,   721.54
  731.29,   475.66,   846.35
  725.07,   601.80,   596.75
  727.81,   601.01,   721.69
  730.84,   600.90,   846.87
  851.06,   352.24,   593.11
  853.85,   351.51,   717.96
  856.59,   351.17,   843.15
  850.34,   477.03,   593.34
  853.20,   476.85,   718.46
  856.22,   476.04,   843.48
  849.97,   602.16,   593.77
  852.72,   601.74,   718.81
  855.94,   601.41,   843.94
  599.27,   473.20,    98.99
  601.21,   474.19,   223.75
  602.52,   474.83,   348.78
  601.00,   598.19,    97.87
  602.56,   598.92,   223.10
  604.25,   599.97,   348.18
  602.59,   723.01,    97.12
  604.12,   724.00,   221.93
  605.72,   724.81,   347.16
  724.41,   471.46,    97.18
  725.98,   472.54,   222.33
  727.58,   473.16,   347.17
  725.78,   596.52,    96.42
  727.63,   597.66,   221.45
  729.18,   598.22,   346.57
  727.64,   721.38,    95.59
  729.02,   722.49,   220.62
  730.74,   723.35,   345.80
  849.56,   469.83,    95.68
  850.85,   470.86,   220.68
  852.76,   471.44,   345.42
  850.96,   594.87,    94.86
  852.73,   595.93,   219.73
  854.46,   596.53,   344.61
  852.68,   719.93,    94.09
  854.28,   720.77,   218.99
  856.05,   721.63,   344.02
  599.77,   473.76,   225.54
  597.33,   471.48,   350.62
  595.27,   469.58,   475.47
  597.98,   598.77,   227.89
  595.66,   596.69,   352.78
  593.37,   594.20,   477.83
  595.87,   723.70,   230.08
  593.56,   721.40,   355.11
  591.58,   719.12,   480.10
  724.72,   475.52,   228.00
  722.50,   473.57,   352.89
  720.18,   471.38,   477.83
  722.57,   600.61,   230.06
  720.55,   598.37,   354.97
  718.24,   596.14,   479.82
  721.02,   725.40,   232.20
  718.69,   723.45,   357.14
  716.56,   721.25,   482.35
  849.52,   477.57,   230.20
  847.39,   475.23,   355.12
  845.34,   473.26,   479.96
  847.59,   602.56,   232.37
  845.56,   600.24,   357.16
  843.26,   598.14,   482.40
  845.45,   727.69,   234.40
  843.51,   725.22,   359.38
  841.06,   723.05,   484.33
  601.82,   474.44,   351.36
  604.34,   474.67,   476.15
  607.18,   474.95,   601.43
  601.24,   599.41,   351.22
  604.26,   599.58,   476.23
  606.84,   599.91,   601.07
  601.36,   724.54,   350.66
  604.21,   724.46,   475.84
  606.78,   724.90,   600.84
  726.58,   474.49,   348.66
  729.10,   474.68,   473.67
  732.03,   475.15,   598.70
  726.38,   599.71,   348.37
  729.02,   599.90,   473.37
  731.65,   600.06,   598.10
  726.01,   724.61,   348.27
  729.11,   724.78,   473.20
  731.76,   725.06,   597.92
  851.61,   474.82,   345.95
  854.20,   475.23,   471.05
  857.15,   475.44,   595.70
  851.40,   599.75,   345.53
  853.92,   600.13,   470.65
  856.85,   600.20,   595.66
  851.39,   724.61,   345.20
  853.72,   725.06,   470.41
  856.63,   725.11,   595.33
  600.29,   474.97,   474.97
  603.82,   473.63,   600.15
  607.54,   472.55,   725.06
  603.29,   599.84,   476.05
  606.79,   598.59,   601.13
  610.18,   597.66,   726.02
  606.45,   724.91,   477.16
  609.58,   723.81,   602.14
  613.32,   722.52,   726.96
  725.43,   471.93,   471.71
  728.98,   470.81,   596.43
  732.12,   469.84,   721.44
  728.23,   596.93,   472.55
  731.47,   595.72,   597.37
  735.19,   594.91,   722.72
  731.07,   721.82,   473.50
  734.60,   720.86,   598.64
  738.12,   719.79,   723.36
  850.37,   469.32,   468.42
  853.63,   468.02,   593.14
  857.26,   466.99,   718.08
  852.99,   594.33,   469.23
  856.69,   592.77,   593.86
  860.03,   592.21,   719.10
  855.78,   719.21,   470.12
  859.60,   718.06,   595.22
  862.88,   716.87,   720.16
  600.95,   475.71,   600.65
  602.09,   475.58,   725.81
  603.61,   475.54,   850.49
  601.96,   600.44,   600.58
  603.27,   600.65,   725.69
  604.70,   601.02,   850.54
  602.70,   725.61,   600.25
  604.03,   725.61,   725.47
  605.45,   725.64,   850.50
  725.95,   474.66,   599.39
  727.20,   474.64,   724.14
  728.56,   474.76,   849.35
  726.59,   599.52,   598.99
  728.08,   599.83,   724.30
  729.63,   599.76,   848.95
  727.55,   724.57,   599.19
  728.94,   724.75,   724.09
  730.68,   724.61,   848.98
  850.84,   473.47,   598.02
  852.19,   473.68,   722.73
  853.60,   473.66,   847.95
  851.88,   598.42,   597.96
  853.06,   598.66,   722.77
  854.57,   598.82,   847.62
  852.84,   723.53,   597.68
  853.92,   723.82,   722.63
  855.37,   723.73,   847.70
  600.38,   601.61,   100.05
  600.12,   599.54,   225.30
  600.15,   597.27,   350.22
  601.96,   726.64,   102.38
  602.00,   724.30,   227.39
  601.88,   722.14,   352.16
  603.82,   851.54,   104.58
  603.84,   849.43,   229.41
  603.95,   847.30,   354.32
  725.26,   599.91,   100.25
  725.25,   597.64,   225.31
  724.95,   595.32,   350.04
  727.05,   724.79,   102.45
  726.77,   722.60,   227.34
  726.94,   720.51,   352.27
  728.49,   849.84,   104.54
  728.56,   847.79,   229.63
  728.66,   845.64,   354.62
  850.11,   598.05,   100.12
  850.22,   596.12,   225.07
  850.33,   593.58,   350.23
  851.98,   723.04,   102.28
  852.01,   720.62,   227.35
  852.03,   718.73,   352.42
  853.80,   847.93,   104.51
  853.91,   845.80,   229.52
  853.57,   843.76,   354.40
  601.58,   599.37,   224.70
  604.25,   600.15,   349.54
  607.57,   600.94,   474.65
  601.78,   724.29,   223.73
  604.88,   724.98,   348.76
  608.11,   725.80,   473.79
  602.64,   849.30,   222.98
  605.57,   850.21,   347.86
  608.46,   850.75,   473.04
  726.16,   599.08,   221.63
  729.32,   599.63,   346.27
  732.31,   600.40,   471.30
  726.99,   723.87,   220.64
  729.72,   724.75,   345.69
  732.87,   725.51,   470.49
  727.09,   848.86,   219.96
  730.57,   849.79,   345.03
  733.67,   850.09,   469.79
  851.03,   598.40,   218.33
  854.27,   598.72,   343.43
  857.36,   599.76,   468.11
  851.67,   723.41,   217.66
  854.90,   724.07,   342.65
  858.13,   724.89,   467.45
  852.17,   848.21,   216.85
  855.65,   848.84,   341.80
  858.43,   849.76,   466.77
  598.35,   601.29,   349.06
  599.68,   602.72,   474.13
  601.36,   604.41,   599.40
  597.93,   726.04,   347.81
  599.47,   727.79,   472.76
  600.98,   729.42,   597.69
  597.77,   851.28,   346.14
  599.30,   852.97,   471.13
  600.55,   854.37,   595.89
  723.16,   601.49,   347.55
  724.72,   603.20,   472.65
  726.07,   604.49,   597.64
  722.95,   726.23,   346.11
  724.46,   728.11,   471.06
  725.89,   729.67,   595.97
  722.66,   851.39,   344.30
  724.21,   852.81,   469.32
  725.82,   854.78,   594.50
  848.16,   601.28,   346.21
  849.52,   603.52,   471.19
  851.32,   604.95,   596.19
  848.17,   726.59,   344.50
  849.32,   728.10,   469.78
  851.16,   729.95,   594.59
  847.59,   851.67,   343.01
  849.23,   853.15,   468.00
  850.92,   854.84,   593.00
  599.26,   601.09,   473.50
  596.25,   603.80,   598.16
  593.06,   606.54,   723.26
  596.58,   726.06,   470.68
  593.31,   728.72,   595.48
  590.30,   731.26,   720.56
  593.71,   851.04,   467.92
  591.01,   853.58,   593.06
  587.85,   856.18,   717.90
  723.89,   603.81,   476.51
  721.18,   606.38,   601.32
  717.97,   609.00,   726.36
  721.48,   728.85,   473.79
  718.17,   731.39,   598.55
  715.49,   733.86,   723.66
  718.86,   853.90,   471.26
  715.74,   856.49,   595.98
  712.79,   859.01,   720.78
  849.06,   606.89,   479.35
  845.90,   608.93,   604.33
  842.97,   611.83,   729.16
  846.22,   731.43,   476.89
  843.32,   734.07,   601.61
  840.28,   736.75,   726.71
  843.61,   856.55,   474.06
  840.60,   859.10,   598.90
  837.72,   861.54,   723.91
  600.23,   599.12,   601.84
  600.10,   602.21,   726.93
  600.04,   605.25,   851.98
  596.55,   723.99,   598.90
  596.49,   726.95,   723.61
  596.15,   730.34,   848.62
  593.00,   848.63,   595.70
  592.67,   851.83,   720.75
  592.55,   854.95,   845.44
  725.16,   602.61,   602.07
  725.09,   605.83,   727.02
  724.90,   608.92,   851.81
  721.60,   727.74,   598.87
  721.27,   730.58,   723.87
  720.97,   733.93,   848.80
  717.90,   852.46,   595.79
  717.54,   855.70,   720.65
  717.73,   858.92,   845.62
  850.24,   606.12,   602.12
  850.03,   609.57,   727.09
  849.68,   612.49,   852.09
  846.67,   731.35,   598.89
  846.27,   734.21,   723.70
  846.32,   737.48,   848.84
  842.73,   856.21,   595.70
  842.51,   859.38,   720.82
  842.44,   862.46,   845.72
