27, 125 pa2-debug-c-our-output2.txt
  212.09,   478.45,   849.00
  348.35,   229.12,   604.27
  345.64,   230.32,   729.26
  342.93,   231.52,   854.24
  345.42,   354.08,   603.03
  342.65,   355.30,   728.02
  339.95,   356.49,   852.94
  342.47,   479.04,   601.76
  339.70,   480.23,   726.73
  337.02,   481.41,   851.73
  473.29,   232.08,   606.96
  470.57,   233.30,   731.98
  467.81,   234.49,   856.89
  470.35,   357.05,   605.71
  467.62,   358.27,   730.69
  464.88,   359.46,   855.64
  467.40,   482.00,   604.46
  464.70,   483.20,   729.43
  461.97,   484.43,   854.42
  223.86,   350.94,    99.46
  224.80,   348.12,   224.42
  225.70,   345.28,   349.39
  225.46,   475.93,   102.26
  226.36,   473.07,   227.22
  227.23,   470.24,   352.21
  226.94,   600.87,   105.08
  227.88,   598.03,   230.04
  228.79,   595.20,   355.02
  348.88,   349.43,    98.48
  349.83,   346.60,   223.45
  350.76,   343.78,   348.41
  350.37,   474.36,   101.33
  351.34,   471.56,   226.28
  352.28,   468.73,   351.24
  351.91,   599.33,   104.12
  352.86,   596.53,   229.11
  353.80,   593.70,   354.07
  473.86,   347.91,    97.51
  474.75,   345.10,   222.52
  475.69,   342.26,   347.45
  475.44,   472.94,   100.35
  476.27,   470.04,   225.32
  477.23,   467.22,   350.26
  476.94,   597.87,   103.15
  477.86,   595.00,   228.11
  478.77,   592.19,   353.11
  224.81,   348.22,   223.93
  225.52,   349.08,   348.93
  226.33,   349.95,   473.91
  223.80,   473.21,   223.06
  224.48,   474.07,   348.07
  225.30,   474.94,   473.04
  222.76,   598.20,   222.21
  223.47,   599.06,   347.21
  224.23,   599.94,   472.19
  349.85,   349.26,   223.17
  350.59,   350.12,   348.17
  351.29,   350.99,   473.18
  348.80,   474.25,   222.34
  349.55,   475.11,   347.32
  350.25,   475.97,   472.32
  347.73,   599.25,   221.48
  348.50,   600.11,   346.47
  349.22,   600.96,   471.45
  474.77,   350.29,   222.46
  475.53,   351.14,   347.43
  476.26,   352.02,   472.45
  473.73,   475.27,   221.58
  474.49,   476.14,   346.56
  475.24,   477.00,   471.57
  472.75,   600.26,   220.70
  473.46,   601.14,   345.73
  474.19,   602.00,   470.70
  223.34,   349.67,   350.95
  223.36,   348.26,   475.93
  223.27,   346.83,   600.94
  226.77,   474.61,   352.37
  226.80,   473.20,   477.34
  226.69,   471.79,   602.35
  230.23,   599.56,   353.78
  230.21,   598.14,   478.77
  230.14,   596.73,   603.77
  348.37,   346.24,   350.95
  348.30,   344.83,   475.95
  348.26,   343.42,   600.93
  351.79,   471.18,   352.36
  351.71,   469.77,   477.36
  351.69,   468.35,   602.34
  355.20,   596.14,   353.79
  355.15,   594.71,   478.77
  355.12,   593.30,   603.77
  473.27,   342.81,   350.95
  473.21,   341.40,   475.97
  473.21,   339.98,   600.92
  476.70,   467.75,   352.35
  476.65,   466.34,   477.37
  476.63,   464.92,   602.36
  480.13,   592.70,   353.79
  480.08,   591.28,   478.76
  480.06,   589.89,   603.77
  225.37,   351.02,   476.13
  222.63,   347.87,   601.08
  219.99,   344.74,   726.00
  222.18,   475.95,   479.17
  219.43,   472.79,   604.13
  216.80,   469.65,   729.02
  218.96,   600.86,   482.27
  216.24,   597.72,   607.22
  213.62,   594.58,   732.14
  350.27,   354.15,   478.90
  347.59,   351.01,   603.82
  344.87,   347.87,   728.79
  347.07,   479.07,   481.97
  344.39,   475.93,   606.90
  341.67,   472.76,   731.83
  343.88,   603.98,   485.04
  341.20,   600.85,   609.99
  338.46,   597.72,   734.92
  475.17,   357.28,   481.68
  472.53,   354.13,   606.59
  469.83,   351.01,   731.52
  471.99,   482.18,   484.74
  469.32,   479.04,   609.66
  466.66,   475.89,   734.60
  468.79,   607.12,   487.79
  466.12,   604.00,   612.75
  463.45,   600.83,   737.66
  223.58,   349.22,   600.32
  222.08,   352.68,   725.26
  220.47,   356.12,   850.20
  222.73,   474.19,   596.87
  221.21,   477.62,   721.77
  219.66,   481.03,   846.75
  221.89,   599.13,   593.43
  220.36,   602.57,   718.37
  218.77,   606.03,   843.32
  348.61,   350.14,   601.84
  347.00,   353.58,   726.82
  345.45,   357.01,   851.72
  347.75,   475.08,   598.40
  346.15,   478.50,   723.35
  344.62,   481.92,   848.32
  346.90,   600.03,   594.97
  345.28,   603.48,   719.92
  343.71,   606.91,   844.84
  473.59,   351.03,   603.38
  472.03,   354.48,   728.33
  470.43,   357.90,   853.26
  472.74,   475.97,   599.95
  471.20,   479.40,   724.89
  469.62,   482.84,   849.86
  471.88,   600.95,   596.51
  470.33,   604.37,   721.43
  468.76,   607.80,   846.35
  224.17,   473.33,    98.43
  222.54,   475.80,   223.38
  220.86,   478.28,   348.37
  223.53,   598.30,    95.95
  221.92,   600.76,   220.88
  220.28,   603.25,   345.86
  222.94,   723.25,    93.44
  221.35,   725.74,   218.39
  219.68,   728.23,   343.35
  349.10,   473.90,   100.05
  347.52,   476.43,   225.01
  345.92,   478.92,   349.96
  348.51,   598.88,    97.53
  346.91,   601.41,   222.50
  345.30,   603.90,   347.47
  347.95,   723.89,    95.06
  346.28,   726.38,   220.01
  344.69,   728.88,   344.97
  474.16,   474.63,   101.65
  472.45,   477.05,   226.61
  470.87,   479.56,   351.56
  473.54,   599.58,    99.13
  471.91,   602.03,   224.08
  470.27,   604.54,   349.09
  472.90,   724.54,    96.68
  471.32,   727.00,   221.59
  469.67,   729.51,   346.59
  224.34,   475.88,   224.33
  227.86,   477.69,   349.29
  231.51,   479.50,   474.19
  224.78,   600.87,   222.51
  228.33,   602.68,   347.46
  231.94,   604.49,   472.39
  225.25,   725.84,   220.69
  228.80,   727.67,   345.62
  232.40,   729.46,   470.58
  349.27,   475.38,   220.79
  352.87,   477.18,   345.71
  356.41,   478.99,   470.65
  349.71,   600.37,   218.95
  353.31,   602.18,   343.89
  356.88,   603.97,   468.81
  350.15,   725.34,   217.13
  353.76,   727.17,   342.07
  357.35,   728.95,   466.98
  474.17,   474.85,   217.21
  477.77,   476.67,   342.11
  481.35,   478.47,   467.07
  474.68,   599.84,   215.35
  478.25,   601.67,   340.33
  481.81,   603.46,   465.23
  475.14,   724.81,   213.52
  478.70,   726.65,   338.51
  482.27,   728.43,   463.41
  226.57,   473.35,   350.83
  230.07,   471.44,   475.74
  233.44,   469.52,   600.71
  229.04,   598.31,   352.68
  232.50,   596.41,   477.61
  235.90,   594.48,   602.56
  231.50,   723.28,   354.51
  234.94,   721.36,   479.46
  238.36,   719.46,   604.39
  351.57,   470.96,   347.36
  354.97,   469.04,   472.30
  358.41,   467.13,   597.22
  354.00,   595.93,   349.22
  357.42,   594.00,   474.14
  360.85,   592.10,   599.09
  356.43,   720.89,   351.06
  359.88,   718.95,   475.97
  363.30,   717.05,   600.95
  476.45,   468.55,   343.87
  479.88,   466.63,   468.84
  483.33,   464.72,   593.77
  478.91,   593.53,   345.75
  482.33,   591.61,   470.66
  485.78,   589.71,   595.62
  481.35,   718.50,   347.61
  484.78,   716.55,   472.51
  488.22,   714.68,   597.48
  224.33,   473.97,   473.38
  221.92,   472.26,   598.38
  219.63,   470.58,   723.30
  224.18,   598.95,   475.09
  221.80,   597.26,   600.07
  219.51,   595.58,   725.03
  224.02,   723.93,   476.79
  221.67,   722.26,   601.74
  219.33,   720.56,   726.70
  349.27,   474.07,   475.76
  346.94,   472.38,   600.71
  344.56,   470.67,   725.69
  349.14,   599.05,   477.44
  346.80,   597.38,   602.42
  344.41,   595.70,   727.39
  349.01,   724.04,   479.11
  346.65,   722.35,   604.10
  344.30,   720.64,   729.07
  474.24,   474.17,   478.10
  471.91,   472.47,   603.07
  469.60,   470.79,   728.03
  474.10,   599.16,   479.77
  471.78,   597.50,   604.77
  469.44,   595.79,   729.71
  473.96,   724.14,   481.46
  471.63,   722.48,   606.47
  469.30,   720.77,   731.38
  224.21,   475.79,   599.89
  222.20,   474.15,   724.82
  220.11,   472.47,   849.83
  227.76,   600.73,   601.61
  225.72,   599.09,   726.58
  223.60,   597.46,   851.53
  231.29,   725.69,   603.29
  229.22,   724.02,   728.27
  227.16,   722.36,   853.23
  349.19,   472.24,   601.91
  347.08,   470.57,   726.89
  345.05,   468.92,   851.89
  352.72,   597.19,   603.63
  350.59,   595.55,   728.61
  348.52,   593.89,   853.56
  356.23,   722.13,   605.35
  354.15,   720.45,   730.31
  352.06,   718.83,   855.29
  474.12,   468.68,   603.95
  472.07,   467.03,   728.91
  469.99,   465.39,   853.93
  477.64,   593.65,   605.67
  475.59,   591.98,   730.62
  473.49,   590.36,   855.59
  481.17,   718.60,   607.39
  479.10,   716.92,   732.31
  477.03,   715.26,   857.31
  226.81,   598.14,    98.33
  225.89,   598.25,   223.31
  224.93,   598.38,   348.32
  227.17,   723.13,    98.19
  226.25,   723.25,   223.18
  225.28,   723.39,   348.18
  227.51,   848.11,    98.05
  226.59,   848.24,   223.05
  225.62,   848.41,   348.06
  351.79,   597.75,    99.25
  350.87,   597.92,   224.26
  349.95,   598.05,   349.26
  352.18,   722.77,    99.13
  351.21,   722.91,   224.13
  350.29,   723.05,   349.12
  352.53,   847.79,    98.98
  351.58,   847.90,   224.00
  350.64,   848.06,   348.98
  476.83,   597.45,   100.19
  475.88,   597.55,   225.17
  474.92,   597.69,   350.21
  477.14,   722.42,   100.07
  476.25,   722.55,   225.04
  475.27,   722.69,   350.08
  477.47,   847.40,    99.95
  476.56,   847.53,   224.92
  475.63,   847.69,   349.92
  224.00,   601.29,   226.37
  220.58,   600.07,   351.32
  217.22,   598.88,   476.27
  221.39,   726.25,   227.51
  217.96,   725.05,   352.45
  214.58,   723.82,   477.42
  218.75,   851.21,   228.64
  215.33,   850.03,   353.60
  211.96,   848.76,   478.52
  348.91,   603.89,   229.79
  345.54,   602.68,   354.75
  342.14,   601.45,   479.68
  346.28,   728.85,   230.95
  342.92,   727.64,   355.87
  339.53,   726.42,   480.81
  343.69,   853.82,   232.07
  340.28,   852.63,   357.01
  336.92,   851.38,   481.96
  473.86,   606.47,   233.19
  470.44,   605.27,   358.17
  467.04,   604.05,   483.09
  471.25,   731.43,   234.34
  467.82,   730.23,   359.30
  464.42,   729.00,   484.23
  468.59,   856.40,   235.49
  465.20,   855.20,   360.42
  461.79,   853.97,   485.38
  224.21,   600.72,   351.82
  227.13,   602.02,   476.77
  230.01,   603.30,   601.75
  227.63,   725.68,   350.43
  230.54,   726.94,   475.41
  233.43,   728.26,   600.35
  231.03,   850.65,   349.09
  233.98,   851.86,   474.02
  236.83,   853.22,   599.01
  349.15,   597.29,   348.96
  352.04,   598.56,   473.90
  354.95,   599.86,   598.87
  352.56,   722.24,   347.59
  355.47,   723.50,   472.52
  358.36,   724.80,   597.51
  355.97,   847.19,   346.21
  358.88,   848.44,   471.18
  361.77,   849.76,   596.12
  474.05,   593.83,   346.09
  476.95,   595.11,   471.02
  479.87,   596.43,   596.00
  477.46,   718.79,   344.73
  480.36,   720.04,   469.65
  483.28,   721.37,   594.66
  480.88,   843.73,   343.34
  483.77,   845.00,   468.30
  486.69,   846.31,   593.28
  226.37,   599.15,   473.46
  229.38,   599.52,   598.43
  232.46,   599.93,   723.39
  229.92,   724.08,   472.99
  232.94,   724.49,   597.94
  235.99,   724.87,   722.90
  233.49,   848.99,   472.49
  236.48,   849.46,   597.47
  239.55,   849.80,   722.44
  351.27,   595.57,   470.43
  354.32,   595.97,   595.41
  357.32,   596.37,   720.37
  354.84,   720.51,   469.94
  357.87,   720.92,   594.93
  360.90,   721.29,   719.88
  358.38,   845.46,   469.49
  361.41,   845.89,   594.44
  364.45,   846.24,   719.40
  476.16,   592.01,   467.40
  479.22,   592.42,   592.37
  482.28,   592.80,   717.33
  479.72,   716.94,   466.92
  482.78,   717.37,   591.91
  485.82,   717.75,   716.83
  483.27,   841.89,   466.45
  486.33,   842.30,   591.42
  489.38,   842.69,   716.37
  223.49,   598.93,   598.57
  223.25,   599.06,   723.57
  222.90,   599.21,   848.56
  221.67,   723.93,   598.43
  221.39,   724.05,   723.42
  221.12,   724.15,   848.42
  219.84,   848.94,   598.31
  219.58,   849.02,   723.29
  219.24,   849.19,   848.25
  348.50,   600.76,   598.87
  348.16,   600.90,   723.87
  347.86,   601.02,   848.84
  346.66,   725.74,   598.73
  346.37,   725.84,   723.72
  346.06,   726.00,   848.76
  344.84,   850.75,   598.58
  344.53,   850.84,   723.60
  344.26,   850.97,   848.64
  473.48,   602.59,   599.16
  473.20,   602.70,   724.14
  472.90,   602.85,   849.12
  471.65,   727.58,   599.04
  471.37,   727.69,   723.99
  471.09,   727.80,   849.02
  469.83,   852.57,   598.89
  469.54,   852.69,   723.87
  469.23,   852.84,   848.80
  349.59,    99.57,   101.03
  346.14,   100.41,   225.99
  342.68,   101.29,   350.96
  350.93,   224.54,   100.21
  347.45,   225.42,   225.19
  343.99,   226.25,   350.09
  352.25,   349.54,    99.39
  348.81,   350.39,   224.33
  345.34,   351.25,   349.29
  474.58,    98.24,   104.51
  471.10,    99.13,   229.47
  467.59,    99.94,   354.37
  475.86,   223.26,   103.72
  472.40,   224.09,   228.63
  468.92,   224.96,   353.58
  477.19,   348.24,   102.87
  473.68,   349.10,   227.83
  470.22,   349.96,   352.77
  599.50,    96.97,   107.98
  596.03,    97.83,   232.95
  592.56,    98.68,   357.90
  600.85,   221.96,   107.17
  597.34,   222.82,   232.13
  593.88,   223.66,   357.05
  602.16,   346.94,   106.34
  598.70,   347.81,   231.30
  595.20,   348.66,   356.25
  350.63,    99.29,   223.09
  348.12,    97.49,   348.08
  345.60,    95.64,   473.04
  352.38,   224.28,   224.98
  349.87,   222.44,   349.88
  347.37,   220.63,   474.89
  354.18,   349.24,   226.80
  351.65,   347.43,   351.76
  349.10,   345.62,   476.74
  475.61,    97.51,   225.60
  473.05,    95.66,   350.51
  470.58,    93.89,   475.51
  477.35,   222.46,   227.44
  474.82,   220.64,   352.38
  472.30,   218.86,   477.42
  479.07,   347.46,   229.32
  476.57,   345.63,   354.26
  474.03,   343.82,   479.24
  600.56,    95.72,   228.09
  598.04,    93.89,   353.07
  595.53,    92.10,   478.05
  602.31,   220.70,   229.95
  599.80,   218.85,   354.88
  597.30,   217.05,   479.87
  604.11,   345.67,   231.80
  601.57,   343.83,   356.75
  599.06,   342.05,   481.73
  349.39,   100.41,   349.04
  350.39,   104.13,   473.97
  351.36,   107.89,   598.90
  349.13,   225.33,   345.25
  350.13,   229.09,   470.23
  351.11,   232.84,   595.15
  348.91,   350.29,   341.52
  349.86,   354.04,   466.48
  350.87,   357.79,   591.41
  474.35,   100.60,   347.98
  475.38,   104.39,   472.97
  476.36,   108.11,   597.88
  474.11,   225.55,   344.25
  475.10,   229.34,   469.26
  476.10,   233.05,   594.13
  473.84,   350.51,   340.52
  474.83,   354.26,   465.49
  475.85,   358.00,   590.40
  599.37,   100.85,   347.04
  600.40,   104.61,   471.99
  601.33,   108.31,   596.90
  599.12,   225.77,   343.26
  600.13,   229.56,   468.23
  601.10,   233.28,   593.15
  598.87,   350.72,   339.53
  599.88,   354.50,   464.48
  600.83,   358.25,   589.41
  349.75,   101.34,   473.17
  348.86,    99.25,   598.15
  348.01,    97.16,   723.13
  346.34,   226.29,   475.26
  345.45,   224.18,   600.20
  344.60,   222.07,   725.20
  342.91,   351.22,   477.32
  342.04,   349.12,   602.30
  341.14,   347.02,   727.31
  474.71,   104.78,   474.09
  473.83,   102.64,   599.05
  472.94,   100.54,   724.05
  471.26,   229.71,   476.21
  470.40,   227.57,   601.13
  469.54,   225.48,   726.14
  467.82,   354.63,   478.27
  466.99,   352.52,   603.22
  466.12,   350.44,   728.20
  599.67,   108.16,   475.02
  598.75,   106.02,   599.98
  597.92,   103.97,   724.98
  596.25,   233.11,   477.10
  595.35,   230.97,   602.05
  594.50,   228.89,   727.07
  592.83,   358.04,   479.18
  591.92,   355.93,   604.15
  591.07,   353.83,   729.13
  349.54,    99.58,   601.28
  352.13,    96.37,   726.21
  354.71,    93.16,   851.12
  345.89,   224.48,   604.54
  348.49,   221.25,   729.50
  351.07,   218.03,   854.46
  342.24,   349.38,   607.86
  344.78,   346.18,   732.81
  347.37,   342.96,   857.68
  474.48,   103.30,   598.77
  477.04,   100.08,   723.73
  479.62,    96.85,   848.67
  470.82,   228.20,   602.06
  473.39,   224.99,   727.04
  475.94,   221.76,   851.94
  467.16,   353.11,   605.36
  469.73,   349.91,   730.31
  472.28,   346.68,   855.22
  599.37,   107.01,   596.31
  601.98,   103.83,   721.27
  604.55,   100.61,   846.18
  595.74,   231.93,   599.60
  598.31,   228.73,   724.56
  600.90,   225.51,   849.49
  592.05,   356.85,   602.90
  594.64,   353.63,   727.84
  597.23,   350.41,   852.76
  348.95,   226.59,   100.96
  351.41,   227.63,   225.95
  353.89,   228.63,   350.88
  349.70,   351.59,    99.92
  352.21,   352.61,   224.89
  354.68,   353.63,   349.86
  350.42,   476.54,    98.90
  352.94,   477.60,   223.87
  355.43,   478.62,   348.83
  473.90,   225.82,    98.50
  476.39,   226.83,   223.47
  478.85,   227.85,   348.42
  474.69,   350.79,    97.44
  477.11,   351.84,   222.45
  479.59,   352.85,   347.40
  475.49,   475.85,    96.43
  477.87,   476.81,   221.39
  480.36,   477.84,   346.35
  598.86,   225.05,    96.03
  601.36,   226.07,   221.02
  603.83,   227.06,   345.95
  599.64,   349.98,    94.98
  602.17,   351.06,   219.98
  604.61,   352.07,   344.93
  600.35,   475.03,    93.97
  602.90,   476.03,   218.91
  605.35,   477.07,   343.91
  349.93,   225.54,   225.88
  351.31,   228.41,   350.80
  352.71,   231.32,   475.80
  350.77,   350.49,   222.95
  352.15,   353.39,   347.91
  353.49,   356.29,   472.88
  351.54,   475.46,   220.07
  352.94,   478.35,   345.01
  354.29,   481.24,   469.98
  474.92,   224.68,   224.49
  476.30,   227.58,   349.44
  477.67,   230.50,   474.46
  475.68,   349.67,   221.61
  477.08,   352.55,   346.55
  478.46,   355.45,   471.53
  476.48,   474.62,   218.70
  477.89,   477.51,   343.63
  479.27,   480.40,   468.61
  599.92,   223.88,   223.15
  601.29,   226.74,   348.07
  602.70,   229.67,   473.06
  600.75,   348.84,   220.24
  602.11,   351.71,   345.18
  603.50,   354.64,   470.16
  601.53,   473.78,   217.32
  602.89,   476.69,   342.29
  604.32,   479.57,   467.23
  350.53,   223.02,   349.83
  349.03,   226.49,   474.81
  347.50,   229.95,   599.73
  347.62,   347.94,   346.36
  346.07,   351.41,   471.31
  344.58,   354.87,   596.24
  344.68,   472.87,   342.87
  343.14,   476.32,   467.82
  341.63,   479.78,   592.75
  475.47,   225.99,   351.27
  473.95,   229.48,   476.27
  472.45,   232.90,   601.15
  472.52,   350.92,   347.79
  471.00,   354.38,   472.76
  469.52,   357.83,   597.66
  469.60,   475.83,   344.28
  468.08,   479.29,   469.24
  466.59,   482.73,   594.18
  600.44,   228.96,   352.69
  598.94,   232.46,   477.67
  597.41,   235.88,   602.59
  597.52,   353.88,   349.21
  596.01,   357.37,   474.18
  594.46,   360.82,   599.11
  594.57,   478.82,   345.74
  593.09,   482.25,   470.66
  591.53,   485.73,   595.62
  349.12,   225.47,   473.06
  345.97,   222.98,   597.97
  342.86,   220.50,   722.92
  345.65,   350.40,   475.44
  342.53,   347.92,   600.36
  339.36,   345.45,   725.33
  342.18,   475.33,   477.83
  339.06,   472.85,   602.76
  335.90,   470.35,   727.70
  474.00,   228.88,   476.28
  470.88,   226.37,   601.16
  467.76,   223.91,   726.12
  470.52,   353.80,   478.65
  467.44,   351.32,   603.55
  464.31,   348.86,   728.50
  467.07,   478.71,   481.02
  463.98,   476.24,   605.96
  460.88,   473.75,   730.88
  598.94,   232.28,   479.44
  595.80,   229.77,   604.36
  592.67,   227.33,   729.32
  595.49,   357.21,   481.83
  592.33,   354.72,   606.75
  589.22,   352.24,   731.70
  592.04,   482.11,   484.20
  588.87,   479.64,   609.16
  585.75,   477.16,   734.10
  349.37,   225.72,   599.53
  348.22,   229.25,   724.49
  347.10,   232.79,   849.47
  349.79,   350.68,   596.02
  348.59,   354.21,   720.98
  347.45,   357.75,   845.90
  350.20,   475.62,   592.48
  349.01,   479.14,   717.43
  347.87,   482.66,   842.41
  474.36,   225.33,   600.70
  473.20,   228.89,   725.67
  472.01,   232.40,   850.60
  474.77,   350.30,   597.18
  473.62,   353.85,   722.12
  472.43,   357.36,   847.08
  475.18,   475.23,   593.67
  474.06,   478.76,   718.60
  472.88,   482.30,   843.58
  599.35,   224.95,   601.87
  598.21,   228.51,   726.85
  597.06,   232.04,   851.79
  599.75,   349.93,   598.36
  598.61,   353.46,   723.31
  597.46,   357.00,   848.24
  600.17,   474.87,   594.83
  598.99,   478.40,   719.80
  597.84,   481.92,   844.74
  350.90,   349.76,    98.44
  352.55,   350.11,   223.44
  354.19,   350.45,   348.42
  351.22,   474.73,    98.12
  352.90,   475.11,   223.11
  354.55,   475.45,   348.08
  351.60,   599.74,    97.75
  353.24,   600.11,   222.75
  354.90,   600.46,   347.74
  475.89,   349.38,    96.79
  477.47,   349.75,   221.83
  479.12,   350.07,   346.79
  476.30,   474.44,    96.47
  477.84,   474.73,   221.46
  479.50,   475.08,   346.43
  476.64,   599.43,    96.12
  478.26,   599.73,   221.08
  479.87,   600.08,   346.12
  600.86,   348.98,    95.17
  602.55,   349.38,   220.18
  604.15,   349.70,   345.16
  601.18,   474.03,    94.86
  602.89,   474.36,   219.82
  604.50,   474.72,   344.82
  601.58,   598.99,    94.49
  603.24,   599.37,   219.49
  604.87,   599.74,   344.49
  349.81,   351.63,   225.85
  351.58,   352.90,   350.83
  353.30,   354.17,   475.83
  350.41,   476.62,   224.59
  352.19,   477.89,   349.56
  353.92,   479.15,   474.55
  351.00,   601.61,   223.31
  352.79,   602.89,   348.29
  354.54,   604.14,   473.26
  474.72,   351.00,   224.12
  476.50,   352.26,   349.07
  478.26,   353.53,   474.09
  475.34,   475.97,   222.82
  477.13,   477.24,   347.79
  478.89,   478.51,   472.79
  476.01,   600.96,   221.52
  477.76,   602.25,   346.55
  479.51,   603.51,   471.50
  599.79,   350.36,   222.36
  601.52,   351.61,   347.32
  603.30,   352.91,   472.32
  600.39,   475.33,   221.05
  602.12,   476.62,   346.06
  603.94,   477.87,   471.01
  600.99,   600.33,   219.80
  602.76,   601.62,   344.80
  604.53,   602.85,   469.73
  348.33,   349.01,   351.12
  346.20,   349.02,   476.11
  344.10,   349.02,   601.08
  348.25,   474.01,   351.12
  346.12,   474.01,   476.11
  344.03,   474.02,   601.08
  348.17,   599.01,   351.12
  346.05,   599.01,   476.09
  343.95,   599.02,   601.09
  473.25,   349.08,   353.22
  471.15,   349.09,   478.22
  469.08,   349.09,   603.17
  473.18,   474.08,   353.20
  471.08,   474.07,   478.20
  469.01,   474.07,   603.19
  473.12,   599.09,   353.23
  471.01,   599.09,   478.18
  468.93,   599.11,   603.19
  598.27,   349.15,   355.32
  596.19,   349.18,   480.32
  594.05,   349.17,   605.29
  598.18,   474.16,   355.32
  596.12,   474.15,   480.29
  593.97,   474.16,   605.28
  598.12,   599.17,   355.33
  596.03,   599.14,   480.28
  593.90,   599.19,   605.31
  349.38,   350.40,   473.87
  352.72,   352.32,   598.80
  356.01,   354.25,   723.76
  353.06,   475.32,   471.85
  356.40,   477.25,   596.77
  359.72,   479.15,   721.72
  356.75,   600.25,   469.80
  360.09,   602.18,   594.76
  363.38,   604.12,   719.70
  474.26,   346.66,   470.61
  477.62,   348.57,   595.52
  480.96,   350.52,   720.45
  477.95,   471.58,   468.57
  481.30,   473.50,   593.51
  484.66,   475.42,   718.44
  481.63,   596.52,   466.53
  484.98,   598.46,   591.49
  488.33,   600.36,   716.41
  599.21,   342.94,   467.32
  602.50,   344.85,   592.26
  605.84,   346.77,   717.20
  602.91,   467.84,   465.28
  606.19,   469.76,   590.23
  609.50,   471.69,   715.19
  606.57,   592.76,   463.25
  609.88,   594.72,   588.23
  613.20,   596.62,   713.15
  350.32,   348.94,   600.47
  349.26,   350.76,   725.49
  348.26,   352.58,   850.43
  350.58,   473.93,   598.67
  349.53,   475.72,   723.64
  348.55,   477.53,   848.66
  350.85,   598.91,   596.86
  349.79,   600.74,   721.84
  348.76,   602.55,   846.80
  475.31,   348.68,   601.49
  474.29,   350.52,   726.48
  473.24,   352.32,   851.46
  475.57,   473.66,   599.69
  474.59,   475.47,   724.67
  473.56,   477.30,   849.68
  475.83,   598.67,   597.88
  474.83,   600.48,   722.84
  473.81,   602.30,   847.80
  600.28,   348.44,   602.52
  599.28,   350.25,   727.51
  598.27,   352.07,   852.47
  600.55,   473.42,   600.71
  599.52,   475.23,   725.71
  598.51,   477.05,   850.71
  600.82,   598.44,   598.92
  599.80,   600.22,   723.86
  598.79,   602.04,   848.85
  350.20,   474.53,   101.36
  353.31,   474.66,   226.33
  356.40,   474.76,   351.27
  350.97,   599.53,   101.22
  354.05,   599.67,   226.20
  357.13,   599.77,   351.16
  351.75,   724.56,   101.10
  354.78,   724.66,   226.07
  357.87,   724.77,   351.03
  475.25,   473.86,    98.29
  478.23,   473.89,   223.25
  481.32,   474.01,   348.19
  475.97,   598.83,    98.16
  479.03,   598.89,   223.10
  482.07,   599.02,   348.10
  476.68,   723.82,    98.07
  479.79,   723.89,   222.99
  482.83,   724.01,   347.98
  600.10,   473.06,    95.23
  603.24,   473.15,   220.17
  606.29,   473.26,   345.14
  600.89,   598.02,    95.09
  603.98,   598.15,   220.06
  607.04,   598.28,   345.04
  601.68,   723.08,    94.99
  604.70,   723.14,   219.93
  607.80,   723.28,   344.91
  350.27,   476.17,   223.60
  350.71,   475.44,   348.58
  351.10,   474.72,   473.58
  353.75,   601.12,   224.30
  354.19,   600.40,   349.30
  354.61,   599.67,   474.28
  357.24,   726.06,   225.00
  357.69,   725.35,   350.00
  358.11,   724.62,   474.97
  475.17,   472.65,   223.15
  475.62,   471.94,   348.12
  476.03,   471.22,   473.14
  478.74,   597.60,   223.82
  479.13,   596.90,   348.87
  479.53,   596.18,   473.83
  482.24,   722.55,   224.53
  482.63,   721.85,   349.56
  483.03,   721.10,   474.53
  600.19,   469.16,   222.70
  600.58,   468.45,   347.70
  601.04,   467.72,   472.69
  603.67,   594.12,   223.43
  604.09,   593.42,   348.44
  604.52,   592.66,   473.39
  607.16,   719.06,   224.12
  607.60,   718.36,   349.13
  608.02,   717.60,   474.08
  350.31,   475.13,   348.54
  353.54,   478.22,   473.46
  356.84,   481.31,   598.37
  348.49,   600.09,   345.51
  351.76,   603.17,   470.41
  355.04,   606.26,   595.34
  346.70,   725.04,   342.46
  349.97,   728.12,   467.35
  353.24,   731.21,   592.29
  475.21,   476.84,   345.20
  478.48,   479.92,   470.14
  481.78,   483.01,   595.06
  473.43,   601.80,   342.19
  476.68,   604.89,   467.08
  479.98,   607.99,   592.02
  471.63,   726.75,   339.15
  474.89,   729.82,   464.04
  478.18,   732.94,   589.00
  600.16,   478.57,   341.91
  603.48,   481.64,   466.81
  606.71,   484.73,   591.74
  598.37,   603.54,   338.89
  601.67,   606.58,   463.76
  604.92,   609.71,   588.72
  596.58,   728.48,   335.84
  599.86,   731.53,   460.70
  603.13,   734.64,   585.66
  349.64,   474.15,   473.26
  346.34,   472.64,   598.19
  343.00,   471.10,   723.14
  350.13,   599.13,   474.77
  346.84,   597.63,   599.73
  343.48,   596.13,   724.69
  350.63,   724.12,   476.30
  347.32,   722.61,   601.26
  344.01,   721.07,   726.21
  474.58,   473.61,   476.55
  471.29,   472.09,   601.51
  468.02,   470.57,   726.44
  475.06,   598.60,   478.07
  471.79,   597.11,   603.03
  468.49,   595.58,   727.96
  475.57,   723.58,   479.59
  472.28,   722.11,   604.58
  468.97,   720.57,   729.47
  599.58,   473.08,   479.84
  596.24,   471.56,   604.80
  592.92,   470.05,   729.76
